fto,sentence_type,speech_act,convo_num
567.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
-761.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
-149.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
837.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
261.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
-359.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
378.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
-296.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
537.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
147.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
-184.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
149.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
588.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
860.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
113.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
265.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
13.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
-677.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-421.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
398.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
334.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
17.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-210.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
258.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
246.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-86.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-220.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
139.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-169.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-787.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-92.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
124.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-170.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-65.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-391.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-32.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-506.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
140.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-849.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
280.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
978.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-68.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-361.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
70.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
13.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
140.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-28.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-25.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-711.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
-320.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
216.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
169.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3115
374.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
175.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
205.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
92.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
-337.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
529.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
237.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
194.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
197.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
208.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
173.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
376.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
243.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
242.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
-195.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4165
120.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
1.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-158.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
55.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-582.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
273.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-2.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
140.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-652.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-68.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-21.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
82.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
506.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
324.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
203.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
707.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-92.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-144.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-946.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-300.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
-12.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
244.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2558
875.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
518.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
638.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
44.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
88.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-938.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
257.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
139.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-289.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
103.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-164.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
178.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
340.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-862.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-213.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
323.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
39.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-304.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
348.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-382.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
236.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
168.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-79.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
689.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
680.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-120.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
39.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-16.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
793.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-192.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
262.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-9.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
543.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
133.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
189.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
118.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
800.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2761
-39.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
-75.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
180.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
382.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
442.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
122.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
271.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
-411.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
-209.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
993.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
-590.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
457.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
-129.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
250.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
306.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
541.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3825
300.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
473.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
274.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
486.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
245.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
193.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-249.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
123.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
803.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-717.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-723.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-363.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-858.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-581.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-250.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-137.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
601.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-56.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
875.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-552.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
-190.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2145
665.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
255.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
579.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
130.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
189.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-22.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
32.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
144.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
218.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
481.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-934.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-723.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
403.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-195.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
336.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-495.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-535.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-444.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-904.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-835.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-466.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
759.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-288.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-703.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
321.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-248.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
223.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-35.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
182.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-841.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2614
-60.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-93.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
30.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-107.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
556.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
256.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-431.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-168.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-79.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-792.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
370.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
123.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
173.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-91.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-45.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
393.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-142.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-119.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
39.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
358.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-258.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
45.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-25.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-546.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-584.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-90.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-66.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-53.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-832.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
444.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-602.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-589.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-479.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-672.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
-505.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2837
184.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
801.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
803.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
687.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
-58.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
470.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
613.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
74.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
819.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
314.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
76.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
484.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
137.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
427.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
483.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
-44.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
-240.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
786.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
561.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
248.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
-103.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2743
417.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
479.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
-3.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
648.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
148.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
194.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
182.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
367.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
140.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
330.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
-5.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
-677.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
347.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
151.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
199.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
174.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
111.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
241.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
526.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
189.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
-3.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
224.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
-169.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
43.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
114.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
758.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
171.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4166
195.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
779.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
252.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
219.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
-678.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
135.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
37.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
367.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
75.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
196.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
388.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
-522.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
191.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
341.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
547.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
86.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
-707.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
402.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
-217.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
59.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
392.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
106.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
105.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
43.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
-321.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
-105.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3489
624.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
638.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
192.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
420.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
371.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
383.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
198.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
255.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4333
74.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
-484.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
-24.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
333.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
361.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
206.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
308.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
128.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
237.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
160.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
502.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
439.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
302.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
206.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
-468.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
217.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
150.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
152.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
183.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
8.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
293.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3921
